structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
129	1	N/A	-235.0567263283633	C6H14N4O	[M - H2O + H]+	VUCMFOVAHGOSAI	InChI=1S/C6H14N4O/c1-2-3-4-10(5(7)8)6(9)11/h2-4H2,1H3,(H3,7,8)(H2,9,11)	null	CCCCN(C(=N)N)C(=O)N	0.300000012	87475012	PubChem:(87475012)	2
130	1	N/A	-235.1889394455218	C6H14N4O	[M - H2O + H]+	SSPYPGXGMAPHAS	InChI=1S/C6H14N4O/c1-10-3-5(4-10)2-8-6(7)9-11/h5,11H,2-4H2,1H3,(H3,7,8,9)	null	CN1CC(C1)CN=C(N)NO	-1.29999995	131024719	PubChem:(131024719)	2
131	1	N/A	-235.27391557938708	C6H14N4O	[M - H2O + H]+	CPNKWXGJCXDSBE	InChI=1S/C6H14N4O/c1-5(11)4-9-2-3-10-6(7)8/h9H,2-4H2,1H3,(H4,7,8,10)	null	CC(=O)CNCCN=C(N)N	-2.0	134259060	PubChem:(134259060)	2
132	1	N/A	-235.59064918587637	C6H14N4O	[M - H2O + H]+	RZPRHTBHWVNFLM	InChI=1S/C6H14N4O/c7-6(5-11)3-1-2-4-9-10-8/h6,11H,1-5,7H2	null	C(CCN=[N+]=[N-])CC(CO)N	0.600000024	49866659	PubChem:(49866659);PubChem class - bio and metabolites	16777218
133	1	N/A	-235.92993592217402	C6H14N4O	[M - H2O + H]+	PBYGXTDNOLEZDX	InChI=1S/C6H14N4O/c1-2-3-9-5(11)4-10-6(7)8/h2-4H2,1H3,(H,9,11)(H4,7,8,10)	null	CCCNC(=O)CN=C(N)N	-0.899999976	60723755	PubChem:(60723755)	2
134	1	N/A	-236.1390540491556	C6H14N4O	[M - H2O + H]+	ODPKKHHSWMCPRS	InChI=1S/C6H14N4O/c1-2-3-4-5-10-8-6(7)11-9-10/h9H,2-5H2,1H3,(H2,7,8)	null	CCCCCN1NOC(=N1)N	1.60000002	66723796	PubChem:(66723796)	2
135	1	N/A	-236.42951787250215	C6H14N4O	[M - H2O + H]+	YLAGYNXAQBGZRG	InChI=1S/C6H14N4O/c7-6(11)9-10-4-1-2-8-3-5-10/h8H,1-5H2,(H3,7,9,11)	null	C1CNCCN(C1)NC(=O)N	-1.10000002	67493443	PubChem:(67493443)	2
136	1	N/A	-236.59195710988956	C6H14N4O	[M - H2O + H]+	QHTLQOMJNHEZHB	InChI=1S/C6H14N4O/c1-4(3-5(7)11)10-6(8)9-2/h4H,3H2,1-2H3,(H2,7,11)(H3,8,9,10)	null	CC(CC(=O)N)NC(=NC)N	-1.60000002	116306038	PubChem:(116306038)	2
137	1	N/A	-236.73675389597267	C6H14N4O	[M - H2O + H]+	NWGPDEWWRVXHFM	InChI=1S/C6H14N4O/c1-3-5(11-2)4-9-10-6(7)8/h4-5H,3H2,1-2H3,(H4,7,8,10)	2-(2-methoxybutylideneamino)guanidine	CCC(C=NN=C(N)N)OC	-0.400000006	416021;9573080	PubChem:(416021 9573080)	2
138	1	N/A	-236.91825979817045	C6H14N4O	[M - H2O + H]+	QMSSNWYOFVIWIB	InChI=1S/C6H14N4O/c1-5-4-11-3-2-10(5)6(7)9-8/h5H,2-4,8H2,1H3,(H2,7,9)	4-Morpholinecarboximidicacid, 3-methyl-, hydrazide	CC1COCCN1C(=NN)N	-0.899999976	45088548;57358656;64868354	PubChem:(45088548 57358656 64868354)	2
139	1	N/A	-237.13462863065686	C6H14N4O	[M - H2O + H]+	PQOCQDCAYWESLU	InChI=1S/C6H14N4O/c1-3-9-6(11)10(2)4-5(7)8/h3-4H2,1-2H3,(H3,7,8)(H,9,11)	null	CCNC(=O)N(C)CC(=N)N	-1.0	64406816	PubChem:(64406816)	2
140	1	N/A	-237.48170227964343	C6H14N4O	[M - H2O + H]+	QCGPOKCNVUSEBJ	InChI=1S/C6H14N4O/c1-4-8-5(3-11)10-6(7-2)9-4/h3-10H,1-2H3	null	CC1NC(NC(N1)NC)C=O	-1.29999995	129106240	PubChem:(129106240)	2
141	1	N/A	-237.54624747669686	C6H14N4O	[M - H2O + H]+	OTAYWXFEYNGQNB	InChI=1S/C6H14N4O/c1-3-4-8-5(7-2)10-6(11)9-4/h4-5,7-8H,3H2,1-2H3,(H2,9,10,11)	null	CCC1NC(NC(=O)N1)NC	-0.400000006	131189309	PubChem:(131189309)	2
142	1	N/A	-237.5921812343094	C6H14N4O	[M - H2O + H]+	JRPDAFCVLLWACI	InChI=1S/C6H14N4O/c1-5(4-10(2)3)8-9-6(7)11/h4H2,1-3H3,(H3,7,9,11)	null	CC(=NNC(=O)N)CN(C)C	-0.800000012	129933729;133671697	PubChem:(129933729 133671697)	2
143	1	N/A	-238.1428164268016	C6H14N4O	[M - H2O + H]+	SWPGYJYNWICUCG	InChI=1S/C6H14N4O/c7-5(8)3-1-2-4-10-6(9)11/h1-4H2,(H3,7,8)(H3,9,10,11)	null	C(CCNC(=O)N)CC(=N)N	-1.39999998	64420963	PubChem:(64420963)	2
144	1	N/A	-238.19425486486088	C6H14N4O	[M - H2O + H]+	FKZMGWBEOOHBSB	InChI=1S/C6H14N4O/c1-10(5-6-11)4-2-3-8-9-7/h11H,2-6H2,1H3	null	CN(CCCN=[N+]=[N-])CCO	0.800000012	61396603	PubChem:(61396603)	2
145	1	N/A	-238.26643009258123	C6H14N4O	[M - H2O + H]+	JTSSIYRWYPYARB	InChI=1S/C6H14N4O/c1-2-3-4-8-5(7)10-6(11)9-4/h4-5,8H,2-3,7H2,1H3,(H2,9,10,11)	null	CCCC1NC(NC(=O)N1)N	-0.600000024	130160545	PubChem:(130160545)	2
146	1	N/A	-239.05354419111555	C6H14N4O	[M - H2O + H]+	QOJFUYRQXJKRPW	InChI=1S/C6H14N4O/c1-2-8-5-4(7)3-9-6(11)10-5/h4-5,8H,2-3,7H2,1H3,(H2,9,10,11)	null	CCNC1C(CNC(=O)N1)N	-1.60000002	129928873	PubChem:(129928873)	2
147	1	N/A	-239.45877365098892	C6H14N4O	[M - H2O + H]+	PUOXXGZYXZZBPO	InChI=1S/C6H14N4O/c7-2-4-8-5-1-3-9-6(11)10-5/h5,8H,1-4,7H2,(H2,9,10,11)	null	C1CNC(=O)NC1NCCN	-1.70000005	76132052	PubChem:(76132052)	2
148	1	N/A	-239.71106728037756	C6H14N4O	[M - H2O + H]+	ULANNLXUJUNZJX	InChI=1S/C6H14N4O/c1-4(9-6(7)8)5(11)10(2)3/h4H,1-3H3,(H4,7,8,9)	null	CC(C(=O)N(C)C)N=C(N)N	-1.20000005	62360112	PubChem:(62360112)	2
149	1	N/A	-239.80934059669514	C6H14N4O	[M - H2O + H]+	ANTJNPHDFXMXKB	InChI=1S/C6H14N4O/c1-6(2,3-4(7)11)10-5(8)9/h3H2,1-2H3,(H2,7,11)(H4,8,9,10)	null	CC(C)(CC(=O)N)N=C(N)N	-1.89999998	106096955	PubChem:(106096955)	2
150	1	N/A	-239.88704964497913	C6H14N4O	[M - H2O + H]+	FMJKATAPHVLROP	InChI=1S/C6H14N4O/c1-3-4-5-10-6(11)7-9(2)8-10/h8H,3-5H2,1-2H3,(H,7,11)	null	CCCCN1C(=O)NN(N1)C	0.800000012	89735732;89735733	PubChem:(89735732 89735733)	2
151	1	N/A	-239.93529144268936	C6H14N4O	[M - H2O + H]+	XPSTUSBRTDWGGQ	InChI=1S/C6H14N4O/c1-4(2)10-6(8)9-3-5(7)11/h4H,3H2,1-2H3,(H2,7,11)(H3,8,9,10)	null	CC(C)NC(=NCC(=O)N)N	-1.0	62364144	PubChem:(62364144)	2
152	1	N/A	-240.0964436218749	C6H14N4O	[M - H2O + H]+	AYLQNZIJXSPQIU	InChI=1S/C6H14N4O/c1-2-11-5-3-10(4-5)6(7)9-8/h5H,2-4,8H2,1H3,(H2,7,9)	null	CCOC1CN(C1)C(=NN)N	-0.899999976	130816164;133670551	PubChem:(130816164 133670551)	2
153	1	N/A	-240.5642695009859	C6H14N4O	[M - H2O + H]+	WSRYDPHSYDGWKD	InChI=1S/C6H14N4O/c1-2-9-4-3-5(11)10-6(7)8/h9H,2-4H2,1H3,(H4,7,8,10,11)	null	CCNCCC(=O)N=C(N)N	-0.899999976	90212511	PubChem:(90212511)	2
154	1	N/A	-240.74157110042603	C6H14N4O	[M - H2O + H]+	IRWRAPZHDILQFO	InChI=1S/C6H14N4O/c7-6(9-8)10-3-1-5(11)2-4-10/h5,11H,1-4,8H2,(H2,7,9)	null	C1CN(CCC1O)C(=NN)N	-1.0	77054111;126972275	PubChem:(77054111 126972275)	2
155	1	N/A	-240.84464049826383	C6H14N4O	[M - H2O + H]+	BVVIBAGTOYQFNL	InChI=1S/C6H14N4O/c1-10-4-5(6(11)9-10)8-3-2-7/h5,8H,2-4,7H2,1H3,(H,9,11)	null	CN1CC(C(=O)N1)NCCN	-1.79999995	130846334	PubChem:(130846334)	2
156	1	N/A	-240.84810878346184	C6H14N4O	[M - H2O + H]+	OCOYTXPSMBVYOC	InChI=1S/C6H14N4O/c7-6(10-8)9-4-5-2-1-3-11-5/h5H,1-4,8H2,(H3,7,9,10)	null	C1CC(OC1)CN=C(N)NN	-1.29999995	64867297	PubChem:(64867297)	2
157	1	N/A	-241.01072257651924	C6H14N4O	[M - H2O + H]+	UNWHMLLZWKGAIC	InChI=1S/C6H14N4O/c1-2-3-4-5(11)9-10-6(7)8/h2-4H2,1H3,(H,9,11)(H4,7,8,10)	null	CCCCC(=O)NN=C(N)N	-0.300000012	137718189	PubChem:(137718189)	2
158	1	N/A	-241.13586321848678	C6H14N4O	[M - H2O + H]+	VHMDVISHOBSRTN	InChI=1S/C6H14N4O/c1-9-6(11)10-4-2-3-5(7)8/h2-4H2,1H3,(H3,7,8)(H2,9,10,11)	null	CNC(=O)NCCCC(=N)N	-1.29999995	81908247	PubChem:(81908247)	2
159	1	N/A	-241.347034077649	C6H14N4O	[M - H2O + H]+	YWRZHAMPYKBXRR	InChI=1S/C6H14N4O/c1-4(11)5(9-2)3-10-6(7)8/h5,9H,3H2,1-2H3,(H4,7,8,10)	2-[2-(methylamino)-3-oxobutyl]guanidine	CC(=O)C(CN=C(N)N)NC	-2.0	21035873;58757575;89562420	PubChem:(21035873 58757575 89562420)	2
160	1	N/A	-241.4305389774199	C6H14N4O	[M - H2O + H]+	GXXKNMNVRKJDCF	InChI=1S/C6H14N4O/c1-10(2)5-3-4(7)8-6(11)9-5/h4-5H,3,7H2,1-2H3,(H2,8,9,11)	null	CN(C)C1CC(NC(=O)N1)N	-1.10000002	78207101	PubChem:(78207101)	2
161	1	N/A	-241.47046949668044	C6H14N4O	[M - H2O + H]+	HMDYBCKFGNUFDQ	InChI=1S/C6H14N4O/c1-4-7-5(10(2)3)9-6(11)8-4/h4-5,7H,1-3H3,(H2,8,9,11)	null	CC1NC(NC(=O)N1)N(C)C	-0.5	130011656	PubChem:(130011656)	2
162	1	N/A	-241.6602057912921	C6H14N4O	[M - H2O + H]+	KPSCINIMFPEVIK	InChI=1S/C6H14N4O/c1-4-5(2-3-11-4)9-6(7)10-8/h4-5H,2-3,8H2,1H3,(H3,7,9,10)	null	CC1C(CCO1)N=C(N)NN	-1.20000005	82727944	PubChem:(82727944)	2
163	1	N/A	-242.88485525275462	C6H14N4O	[M - H2O + H]+	ZRJCOUDNMVQQNQ	InChI=1S/C6H14N4O/c1-4(2)8-5-3-7-10-6(11)9-5/h4-5,7-8H,3H2,1-2H3,(H2,9,10,11)	null	CC(C)NC1CNNC(=O)N1	-0.600000024	130865566	PubChem:(130865566)	2
164	1	N/A	-243.1544150773806	C6H14N4O	[M - H2O + H]+	XDXYRLQTKVCHRG	InChI=1S/C6H14N4O/c1-4-5(10(2)3)7-6(11)9-8-4/h4-5,8H,1-3H3,(H2,7,9,11)	null	CC1C(NC(=O)NN1)N(C)C	-0.5	130133481	PubChem:(130133481)	2
165	1	N/A	-244.34272642777205	C6H14N4O	[M - H2O + H]+	AIUGAGDGPVDQFI	InChI=1S/C6H14N4O/c1-8-6(9-7)10-3-5(4-10)11-2/h5H,3-4,7H2,1-2H3,(H,8,9)	null	CN=C(NN)N1CC(C1)OC	-1.29999995	130548778	PubChem:(130548778)	2
166	1	N/A	-244.6753273292703	C6H14N4O	[M - H2O + H]+	KEEALDOTCVKCRG	InChI=1S/C6H14N4O/c1-6(11-2)3-10(4-6)5(7)9-8/h3-4,8H2,1-2H3,(H2,7,9)	null	CC1(CN(C1)C(=NN)N)OC	-1.0	131113308	PubChem:(131113308)	2
167	1	N/A	-244.70620831013625	C6H14N4O	[M - H2O + H]+	QNZRCHCINVYZLO	InChI=1S/C6H14N4O/c1-4(5(7)8)3-10-6(11)9-2/h4H,3H2,1-2H3,(H3,7,8)(H2,9,10,11)	null	CC(CNC(=O)NC)C(=N)N	-1.10000002	81908304	PubChem:(81908304)	2
168	1	N/A	-244.96937250526355	C6H14N4O	[M - H2O + H]+	KDPRJDFZJAQJGA	InChI=1S/C6H14N4O/c1-2-4(7)5(11)3-10-6(8)9/h4H,2-3,7H2,1H3,(H4,8,9,10)	null	CCC(C(=O)CN=C(N)N)N	-1.39999998	90689724	PubChem:(90689724)	2
169	1	N/A	-244.98306100380498	C6H14N4O	[M - H2O + H]+	DRFIBDAJMYLMPC	InChI=1S/C6H14N4O/c1-3-4-10(5(2)11)9-6(7)8/h3-4H2,1-2H3,(H4,7,8,9)	null	CCCN(C(=O)C)N=C(N)N	-0.600000024	138064752	PubChem:(138064752)	2
170	1	N/A	-245.06779661987648	C6H14N4O	[M - H2O + H]+	AIKGLWOKEGHTJV	InChI=1S/C6H14N4O/c1-2-11-4-3-10-5-6(7)8-9-10/h5,8-9H,2-4,7H2,1H3	null	CCOCCN1C=C(NN1)N	0.800000012	129275506	PubChem:(129275506)	2
171	1	N/A	-245.36202021355703	C6H14N4O	[M - H2O + H]+	TVPRAVIGVOFKGU	InChI=1S/C6H14N4O/c1-7-4-2-3-5-8-6(11)10-9-5/h5,7,9H,2-4H2,1H3,(H2,8,10,11)	null	CNCCCC1NC(=O)NN1	-0.600000024	76898359	PubChem:(76898359)	2
172	1	N/A	-245.4177628532005	C6H14N4O	[M - H2O + H]+	UFBCVHBYOYLNGT	InChI=1S/C6H14N4O/c1-2-3-9-6(11)10-4-5(7)8/h2-4H2,1H3,(H3,7,8)(H2,9,10,11)	null	CCCNC(=O)NCC(=N)N	-0.699999988	64406814	PubChem:(64406814)	2
173	1	N/A	-245.473357443028	C6H14N4O	[M - H2O + H]+	WDAKTXSYTGYDRF	InChI=1S/C6H14N4O/c1-3-10(2)6(11)9-4-5(7)8/h3-4H2,1-2H3,(H3,7,8)(H,9,11)	null	CCN(C)C(=O)NCC(=N)N	-1.0	79163154	PubChem:(79163154)	2
174	1	N/A	-245.55959672246505	C6H14N4O	[M - H2O + H]+	RLJOQKRXIUXLNH	InChI=1S/C6H14N4O/c7-5(4-11)2-1-3-10-6(8)9/h1-2,5,11H,3-4,7H2,(H4,8,9,10)	null	C(C=CC(CO)N)N=C(N)N	-2.4000001	15338179;131248618;131248877	PubChem:(15338179 131248618 131248877)	2
175	1	N/A	-245.59963919557316	C6H14N4O	[M - H2O + H]+	KYWGQZXXAKASCK	InChI=1S/C6H14N4O/c1-6(11)10(7)9-4-2-8-3-5-9/h8H,2-5,7H2,1H3	null	CC(=O)N(N)N1CCNCC1	-1.39999998	129151429	PubChem:(129151429)	2
176	1	N/A	-245.76182267505743	C6H14N4O	[M - H2O + H]+	ABXNICNUZPIGIP	InChI=1S/C6H14N4O/c1-3-10(4-5(2)11)9-6(7)8/h3-4H2,1-2H3,(H4,7,8,9)	null	CCN(CC(=O)C)N=C(N)N	-0.600000024	138063707	PubChem:(138063707)	2
177	1	N/A	-246.97190805378756	C6H14N4O	[M - H2O + H]+	KNNAWEFOIJYVOW	InChI=1S/C6H14N4O/c7-4-1-9-3-5(8)6(11)10-2-4/h4-5,9H,1-3,7-8H2,(H,10,11)	null	C1C(CNC(=O)C(CN1)N)N	-2.9000001	101016426	PubChem:(101016426)	2
178	1	N/A	-247.05482960143658	C6H14N4O	[M - H2O + H]+	HNOWJEOOTVYTRM	InChI=1S/C6H14N4O/c1-8-5(9-2)4(7)6(11)10-3/h8-9H,7H2,1-3H3,(H,10,11)	null	CNC(=C(C(=O)NC)N)NC	0.600000024	117611050	PubChem:(117611050)	2
179	1	N/A	-247.46354134384117	C6H14N4O	[M - H2O + H]+	NEGFXEDZKRAZTC	InChI=1S/C6H14N4O/c1-2-10-3-5(4-10)8-6(7)9-11/h5,11H,2-4H2,1H3,(H3,7,8,9)	null	CCN1CC(C1)N=C(N)NO	-1.20000005	130727862	PubChem:(130727862)	2
180	1	N/A	-247.59647775539815	C6H14N4O	[M - H2O + H]+	JEGFRIJLCYNSRW	InChI=1S/C6H14N4O/c1-4(2)10-5(11)3-9-6(7)8/h4H,3H2,1-2H3,(H,10,11)(H4,7,8,9)	2-(diaminomethylideneamino)-N-propan-2-ylacetamide	CC(C)NC(=O)CN=C(N)N	-1.0	60047902	PubChem:(60047902)	2
181	1	N/A	-247.67999712573908	C6H14N4O	[M - H2O + H]+	QJYRUYURLPTHLR	InChI=1S/C6H14N4O/c7-5(4-11)2-1-3-10-6(8)9/h4-5H,1-3,7H2,(H4,8,9,10)	2-[(4S)-4-amino-5-oxopentyl]guanidine	C(CC(C=O)N)CN=C(N)N	-2.0	444287;444288;447904;18610627;19919009;54155014;57945256;118099675	COCONUT:(CNP0287375);PubChem:(444287 444288 447904 18610627 19919009 54155014 57945256 118099675);PubChem class - bio and metabolites;MeSH:(444288);PubMed;KEGG Mine	8608809030
182	1	N/A	-247.78624176053597	C6H14N4O	[M - H2O + H]+	ASPBBXKFKYZLDP	InChI=1S/C6H14N4O/c7-6(10-8)9-3-4-1-5(11)2-4/h4-5,11H,1-3,8H2,(H3,7,9,10)	null	C1C(CC1O)CN=C(N)NN	-1.5	66006815	PubChem:(66006815)	2
183	1	N/A	-248.21957643712608	C6H14N4O	[M - H2O + H]+	FWERMMGEIIKICP	InChI=1S/C6H14N4O/c1-3-8-6(11)10-9-5(2)4-7/h3-4,7H2,1-2H3,(H2,8,10,11)	1-[(E)-1-aminopropan-2-ylideneamino]-3-ethylurea	CCNC(=O)NN=C(C)CN	-1.0	58685097;72391420	PubChem:(58685097 72391420)	2
184	1	N/A	-248.4067490259406	C6H14N4O	[M - H2O + H]+	GKTBAUJUTFLLNV	InChI=1S/C6H14N4O/c1-11-5-2-4(3-5)9-6(7)10-8/h4-5H,2-3,8H2,1H3,(H3,7,9,10)	null	COC1CC(C1)N=C(N)NN	-1.20000005	105845722	PubChem:(105845722)	2
185	1	N/A	-249.04927315961376	C6H14N4O	[M - H2O + H]+	JUIDUOMNYLIXMJ	InChI=1S/C6H14N4O/c1-2-3-5(4-11)9-6(7)10-8/h2,5,11H,1,3-4,8H2,(H3,7,9,10)	null	C=CCC(CO)N=C(N)NN	-1.20000005	131230475	PubChem:(131230475)	2
186	1	N/A	-249.17218848917784	C6H14N4O	[M - H2O + H]+	HVQWAUVXCLUOGB	InChI=1S/C6H14N4O/c1-2-3-4-10(5-11)9-6(7)8/h5H,2-4H2,1H3,(H4,7,8,9)	null	CCCCN(C=O)N=C(N)N	-0.200000003	57002250	PubChem:(57002250)	2
187	1	N/A	-250.32347603719984	C6H14N4O	[M - H2O + H]+	SCGNKCXMXZMXGS	InChI=1S/C6H14N4O/c1-8-6(9-7)10-3-2-5(11)4-10/h5,11H,2-4,7H2,1H3,(H,8,9)	null	CN=C(NN)N1CCC(C1)O	-1.5	89196877	PubChem:(89196877)	2
188	1	N/A	-250.4138823390482	C6H14N4O	[M - H2O + H]+	QCBDCBDDVBOHHG	InChI=1S/C6H14N4O/c1-4(2)3-5(11)9-10-6(7)8/h4H,3H2,1-2H3,(H,9,11)(H4,7,8,10)	null	CC(C)CC(=O)NN=C(N)N	-0.400000006	137718081	PubChem:(137718081)	2
189	1	N/A	-250.49598657139074	C6H14N4O	[M - H2O + H]+	AFAQGBOJABKZFM	InChI=1S/C6H14N4O/c1-3-10(2)5(11)4-9-6(7)8/h3-4H2,1-2H3,(H4,7,8,9)	null	CCN(C)C(=O)CN=C(N)N	-1.29999995	104920773	PubChem:(104920773)	2
190	1	N/A	-251.008029194191	C6H14N4O	[M - H2O + H]+	IWVKIBFZMJIUBW	InChI=1S/C6H14N4O/c1-3-10(4-2)6(11)9-5(7)8/h3-4H2,1-2H3,(H4,7,8,9,11)	null	CCN(CC)C(=O)N=C(N)N	-0.100000001	20434676	PubChem:(20434676)	2
191	1	N/A	-251.19230897916896	C6H14N4O	[M - H2O + H]+	ZFHSZBPXRBCMBE	InChI=1S/C6H14N4O/c7-3-5-4-10(6(8)9)1-2-11-5/h5H,1-4,7H2,(H3,8,9)	2-(aminomethyl)morpholine-4-carboximidamide	C1COC(CN1C(=N)N)CN	-2.0	19080910	PubChem:(19080910)	2
192	1	N/A	-251.26752935167414	C6H14N4O	[M - H2O + H]+	ORBNRUYXMLHYQV	InChI=1S/C6H14N4O/c7-2-1-4-3-5(8)10-6(11)9-4/h4-5H,1-3,7-8H2,(H2,9,10,11)	null	C1C(NC(=O)NC1N)CCN	-1.79999995	130934976	PubChem:(130934976)	2
193	1	N/A	-251.49897643258697	C6H14N4O	[M - H2O + H]+	LIWNKOXPSOCBDT	InChI=1S/C6H14N4O/c1-10(2)4-3-9-6(11)5(7)8/h3-4H2,1-2H3,(H3,7,8)(H,9,11)	null	CN(C)CCNC(=O)C(=N)N	-1.0	91603296	PubChem:(91603296)	2
194	1	N/A	-251.92652941077588	C6H14N4O	[M - H2O + H]+	LOVHYYQZSHMUBM	InChI=1S/C6H14N4O/c7-5-1-3-10(4-2-5)9-6(8)11/h5H,1-4,7H2,(H3,8,9,11)	null	C1CN(CCC1N)NC(=O)N	-1.20000005	91173558	PubChem:(91173558)	2
195	1	N/A	-252.27212253000897	C6H14N4O	[M - H2O + H]+	CBMVUEPQQKKQJZ	InChI=1S/C6H14N4O/c1-2-3-7-5-4-8-10-6(11)9-5/h5,7-8H,2-4H2,1H3,(H2,9,10,11)	null	CCCNC1CNNC(=O)N1	-0.5	78257932	PubChem:(78257932)	2
196	1	N/A	-252.5491046823643	C6H14N4O	[M - H2O + H]+	UHUNGWXMHYIRGI	InChI=1S/C6H14N4O/c1-3-4(5(7)11)10-6(8)9-2/h4H,3H2,1-2H3,(H2,7,11)(H3,8,9,10)	null	CCC(C(=O)N)NC(=NC)N	-1.0	130962840	PubChem:(130962840)	2
197	1	N/A	-252.9697880226258	C6H14N4O	[M - H2O + H]+	VEAWXKLBVCWKGW	InChI=1S/C6H14N4O/c1-6(2)4(11-3)8-5(7)9-10-6/h4,10H,1-3H3,(H3,7,8,9)	null	CC1(C(N=C(NN1)N)OC)C	-1.0	129929473	PubChem:(129929473)	2
198	1	N/A	-253.3339494153842	C6H14N4O	[M - H2O + H]+	SXCPWPDVSBBIAL	InChI=1S/C6H14N4O/c7-5(11)3-1-2-4-10-6(8)9/h1-4H2,(H2,7,11)(H4,8,9,10)	delta-guanidovaleramide	C(CCN=C(N)N)CC(=O)N	-1.79999995	15170085;44123554	PubChem:(15170085 44123554);Biocyc:(CPD-6945);KEGG Mine	8589936642
199	1	N/A	-253.55609325061562	C6H14N4O	[M - H2O + H]+	SRNYEGOLMKGCSJ	InChI=1S/C6H14N4O/c1-9(6(11)8-7)10-4-2-3-5-10/h2-5,7H2,1H3,(H,8,11)	null	CN(C(=O)NN)N1CCCC1	-0.5	67660031	PubChem:(67660031)	2
200	1	N/A	-253.82736430026475	C6H14N4O	[M - H2O + H]+	VJMQBZITHLJORB	InChI=1S/C6H14N4O/c1-9(2)5-3-10(4-5)6(11)8-7/h5H,3-4,7H2,1-2H3,(H,8,11)	null	CN(C)C1CN(C1)C(=O)NN	-1.29999995	130834393	PubChem:(130834393)	2
201	1	N/A	-254.08268611924143	C6H14N4O	[M - H2O + H]+	IQXGNZYSHUOBMW	InChI=1S/C6H14N4O/c1-3-6(2,4(7)11)10-5(8)9/h3H2,1-2H3,(H2,7,11)(H4,8,9,10)	null	CCC(C)(C(=O)N)N=C(N)N	-1.10000002	130524232	PubChem:(130524232)	2
202	1	N/A	-254.36184176884754	C6H14N4O	[M - H2O + H]+	LAOCYBDDCWFCNX	InChI=1S/C6H14N4O/c1-2-8-4-3-9-6(11)10-5(4)7/h4-5,8H,2-3,7H2,1H3,(H2,9,10,11)	null	CCNC1CNC(=O)NC1N	-1.60000002	129932711	PubChem:(129932711)	2
203	1	N/A	-255.2338576455122	C6H14N4O	[M - H2O + H]+	AWYALRWJACYEFB	InChI=1S/C6H14N4O/c1-2-5(8)10-6(11)9-4-3-7/h2-4,7H2,1H3,(H3,8,9,10,11)	null	CCC(=NC(=O)NCCN)N	-0.899999976	139497453	PubChem:(139497453)	2
204	1	N/A	-255.55968369824208	C6H14N4O	[M - H2O + H]+	UDLOXHTVEHXPIE	InChI=1S/C6H14N4O/c1-2-6-11-9-5-3-4-8-10-7/h9H,2-6H2,1H3	null	CCCONCCCN=[N+]=[N-]	2.0	126625241	PubChem:(126625241)	2
205	1	N/A	-256.2899665575222	C6H14N4O	[M - H2O + H]+	LJIYEMRXSBBFEZ	InChI=1S/C6H14N4O/c7-6(10-8)9-3-5(11)4-1-2-4/h4-5,11H,1-3,8H2,(H3,7,9,10)	null	C1CC1C(CN=C(N)NN)O	-1.5	64874625	PubChem:(64874625)	2
206	1	N/A	-256.5730287791244	C6H14N4O	[M - H2O + H]+	SXYJSDWKJOPZBU	InChI=1S/C6H14N4O/c1-9(2)6(11)10(3)4-5(7)8/h4H2,1-3H3,(H3,7,8)	null	CN(C)C(=O)N(C)CC(=N)N	-1.20000005	79153995	PubChem:(79153995)	2
207	1	N/A	-256.9068860259636	C6H14N4O	[M - H2O + H]+	LSOKMGUTKUHORK	InChI=1S/C6H14N4O/c1-3-9-6(8)10-4(2)5(7)11/h4H,3H2,1-2H3,(H2,7,11)(H3,8,9,10)	null	CCN=C(N)NC(C)C(=O)N	-1.20000005	62362861;130943851	PubChem:(62362861 130943851)	2
208	1	N/A	-257.498443257792	C6H14N4O	[M - H2O + H]+	TYPJXKGGBYJOPS	InChI=1S/C6H14N4O/c1-6(5-11)10(2)4-3-8-9-7/h6,11H,3-5H2,1-2H3	null	CC(CO)N(C)CCN=[N+]=[N-]	0.899999976	104553916	PubChem:(104553916)	2
209	1	N/A	-257.60850854672407	C6H14N4O	[M - H2O + H]+	AWVPZNRHCZXZQL	InChI=1S/C6H14N4O/c1-3-4-8-6(11)10-9-5(2)7/h3-4H2,1-2H3,(H2,7,9)(H2,8,10,11)	null	CCCNC(=O)NN=C(C)N	-0.300000012	137823752	PubChem:(137823752)	2
210	1	N/A	-258.1557652648285	C6H14N4O	[M - H2O + H]+	HZWRYORYOPIUPM	InChI=1S/C6H14N4O/c1-4(11)5(7)2-3-10-6(8)9/h5H,2-3,7H2,1H3,(H4,8,9,10)	null	CC(=O)C(CCN=C(N)N)N	-2.0999999	59839013;59839014;88252140;88898463	PubChem:(59839013 59839014 88252140 88898463)	2
211	1	N/A	-258.25637040952716	C6H14N4O	[M - H2O + H]+	HCJUXTPMICVQFI	InChI=1S/C6H14N4O/c1-5(7)10-4-9-3-6(11)8-2/h3,5,10H,4,7H2,1-2H3,(H,8,11)	null	CC(N)NCN=CC(=O)NC	-1.20000005	90245854	PubChem:(90245854)	2
