structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
77	1	N/A	-157.67899334680993	C6H13NO3	[M + H2O + H]+	DNHJUUIFALCACA	InChI=1S/C6H13NO3/c7-6(3-8)4-9-1-2-10-5-6/h8H,1-5,7H2	null	C1COCC(CO1)(CO)N	-2.0	126981804	PubChem:(126981804)	2
78	1	N/A	-158.23778286456744	C6H13NO3	[M + H2O + H]+	BGWDGJZPACYUFM	InChI=1S/C6H13NO3/c1-2-6(5-8)3-4-7(9)10/h6,8H,2-5H2,1H3	null	CCC(CC[N+](=O)[O-])CO	0.899999976	24874475;74341087;101855956	PubChem:(24874475 74341087 101855956)	2
79	1	N/A	-158.32235996045094	C6H13NO3	[M + H2O + H]+	JTZZIDNOZSUJPS	InChI=1S/C6H13NO3/c1-6(10)4-7(5-9)2-3-8/h8-9H,2-5H2,1H3	1-[2-hydroxyethyl(hydroxymethyl)amino]propan-2-one	CC(=O)CN(CCO)CO	-1.29999995	20674856	PubChem:(20674856)	2
80	1	N/A	-160.49718319779626	C6H13NO3	[M + H2O + H]+	PEULYUUFMXLZSO	InChI=1S/C6H13NO3/c1-5(6(9)10)7-3-2-4-8/h5,7-8H,2-4H2,1H3,(H,9,10)	2-(3-hydroxypropylamino)propanoic acid	CC(C(=O)O)NCCCO	-2.79999995	19816232;54185486;83194722	PubChem:(19816232 54185486 83194722)	2
81	1	N/A	-161.27266602240718	C6H13NO3	[M + H2O + H]+	JTRKIOIYZIPXHH	InChI=1S/C6H13NO3/c1-3-4-6(2,5-8)7(9)10/h8H,3-5H2,1-2H3	null	CCCC(C)(CO)[N+](=O)[O-]	0.800000012	87201229	PubChem:(87201229)	2
82	1	N/A	-161.81287215873266	C6H13NO3	[M + H2O + H]+	NHCPQLWQFVVDHX	InChI=1S/C6H13NO3/c1-2-9-3-4-10-5-6(7)8/h2-5H2,1H3,(H2,7,8)	2-(2-ethoxyethoxy)acetamide	CCOCCOCC(=O)N	-0.800000012	21615127	PubChem:(21615127)	2
83	1	N/A	-162.94567142812897	C6H13NO3	[M + H2O + H]+	WXRFUVWGWRWXKI	InChI=1S/C6H13NO3/c1-3-10-5-4-7(9)6(2)8/h9H,3-5H2,1-2H3	N-(2-ethoxyethyl)-N-hydroxyacetamide	CCOCCN(C(=O)C)O	-0.5	22959906	PubChem:(22959906)	2
84	1	N/A	-163.12289559823296	C6H13NO3	[M + H2O + H]+	IOKYKVKSDOLQOU	InChI=1S/C6H13NO3/c1-5(4-8)7(2)3-6(9)10/h5,8H,3-4H2,1-2H3,(H,9,10)	null	CC(CO)N(C)CC(=O)O	-2.70000005	45088133;112704115	PubChem:(45088133 112704115)	2
85	1	N/A	-163.32522900103413	C6H13NO3	[M + H2O + H]+	UAXRBXFMBMJLJM	InChI=1S/C6H13NO3/c1-2-4-7(10)5-3-6(8)9/h10H,2-5H2,1H3,(H,8,9)	3-[hydroxy(propyl)amino]propanoic acid	CCCN(CCC(=O)O)O	-2.0999999	20776666	PubChem:(20776666)	2
86	1	N/A	-163.98379394477195	C6H13NO3	[M + H2O + H]+	GKZVUQKGKMKACX	InChI=1S/C6H14NO3/c1-2-3-4-7(9)10-6-5-8/h8H,2-6H2,1H3/q+1	null	CCCC[N+](=O)OCCO	0.5	123884516	PubChem:(123884516)	2
87	1	N/A	-164.2623424343707	C6H13NO3	[M + H2O + H]+	LUDUIFJPKHXOLJ	InChI=1S/C6H13NO3/c7-3-1-4-10-5-2-6(8)9/h1-5,7H2,(H,8,9)	null	C(CN)COCCC(=O)O	-3.29999995	82352647	EcoCyc Mine;PubChem:(82352647);KEGG Mine	25769803778
88	1	N/A	-164.85460955245924	C6H13NO3	[M + H2O + H]+	ONJMWKGYKPHEMT	InChI=1S/C6H13NO3/c1-2-6(7(9)10)4-3-5-8/h6,8H,2-5H2,1H3	null	CCC(CCCO)[N+](=O)[O-]	1.0	91297697	PubChem:(91297697)	2
89	1	N/A	-164.96013650668584	C6H13NO3	[M + H2O + H]+	ACOBPLOZOVCHQM	InChI=1S/C6H13NO3/c1-5(6(9)10)4-7-2-3-8/h5,7-8H,2-4H2,1H3,(H,9,10)	ACMC-20lnzj	CC(CNCCO)C(=O)O	-3.0999999	11286551	PubChem:(11286551)	2
90	1	N/A	-164.96426169556082	C6H13NO3	[M + H2O + H]+	GVXZHCDAGRVUOS	InChI=1S/C6H13NO3/c1-7-5-6(8)10-4-3-9-2/h7H,3-5H2,1-2H3	null	CNCC(=O)OCCOC	-0.400000006	61277868	PubChem:(61277868)	2
91	1	N/A	-165.50586548558468	C6H13NO3	[M + H2O + H]+	WUDFXGFBIBATRZ	InChI=1S/C6H13NO3/c8-5-6(9)3-1-2-4-7-10/h6,8-9H,1-5H2	null	C(CCN=O)CC(CO)O	-0.699999988	123277169	PubChem:(123277169)	2
92	1	N/A	-165.57147359498563	C6H13NO3	[M + H2O + H]+	QEBLLSSGRQCVJI	InChI=1S/C6H13NO3/c1-7(4-5-8)3-2-6(9)10/h8H,2-5H2,1H3,(H,9,10)	3-[2-hydroxyethyl(methyl)amino]propanoic acid	CN(CCC(=O)O)CCO	-3.20000005	17834763;42312413	PubChem:(17834763 42312413)	2
93	1	N/A	-166.04680993214615	C6H13NO3	[M + H2O + H]+	LURZJHOWTGTMFF	InChI=1S/C6H13NO3/c1-2-9-3-4-10-6(8)5-7/h2-5,7H2,1H3	null	CCOCCOC(=O)CN	-0.600000024	61277818	PubChem:(61277818)	2
94	1	N/A	-166.5760455180858	C6H13NO3	[M + H2O + H]+	ULUMAYMHCPJJMF	InChI=1S/C6H13NO3/c1-6(9)7(2-4-8)3-5-10-6/h8-9H,2-5H2,1H3	null	CC1(N(CCO1)CCO)O	-1.0	45082848	PubChem:(45082848)	2
95	1	N/A	-166.66641725609742	C6H13NO3	[M + H2O + H]+	ARZLMZQJYUWNHB	InChI=1S/C6H13NO3/c1-5(8)2-3-7-4-6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	null	CC(CCNCC(=O)O)O	-2.79999995	64912660	PubChem:(64912660)	2
96	1	N/A	-166.74552005929635	C6H13NO3	[M + H2O + H]+	QIAXTHUGUNRPQP	InChI=1S/C6H13NO3/c1-2-7(10)5-3-4-6(8)9/h10H,2-5H2,1H3,(H,8,9)	null	CCN(CCCC(=O)O)O	-2.29999995	130939960	PubChem:(130939960)	2
97	1	N/A	-166.8192842853629	C6H13NO3	[M + H2O + H]+	MZYSNOQRVDHTPQ	InChI=1S/C6H13NO3/c1-3-7(9)5-6(8)10-4-2/h9H,3-5H2,1-2H3	null	CCN(CC(=O)OCC)O	0.400000006	130796479	PubChem:(130796479)	2
98	1	N/A	-166.95388237450754	C6H13NO3	[M + H2O + H]+	YIIWKFHIAFXWJD	InChI=1S/C6H14NO3/c8-5-7(6-9)1-3-10-4-2-7/h8-9H,1-6H2/q+1	null	C1COCC[N+]1(CO)CO	-1.29999995	133679954	PubChem:(133679954)	2
99	1	N/A	-167.03052998286867	C6H13NO3	[M + H2O + H]+	QOIOFOZYJRJKAX	InChI=1S/C6H13NO3/c1-2-3-4-7(10)5-6(8)9/h10H,2-5H2,1H3,(H,8,9)	null	CCCCN(CC(=O)O)O	-1.70000005	88119436	PubChem:(88119436)	2
100	1	N/A	-167.3947259190376	C6H13NO3	[M + H2O + H]+	GVBVVKJPNJOVCD	InChI=1S/C6H13NO3/c1-7-3-4-10-6(8)5-9-2/h7H,3-5H2,1-2H3	Acetic acid, methoxy-, 2-(methylamino)ethyl ester	CNCCOC(=O)COC	-0.400000006	23093561	PubChem:(23093561)	2
101	1	N/A	-168.26428545196322	C6H13NO3	[M + H2O + H]+	PUKPBRLFJWOKNK	InChI=1S/C6H13NO3/c1-10-5-3-7-6(9)2-4-8/h8H,2-5H2,1H3,(H,7,9)	null	COCCNC(=O)CCO	-1.39999998	54171171	PubChem:(54171171)	2
102	1	N/A	-168.65792230101977	C6H13NO3	[M + H2O + H]+	OUQSPRFHDKCKQO	InChI=1S/C6H13NO3/c8-3-6(9)5-4-10-2-1-7-5/h5-9H,1-4H2	null	C1COCC(N1)C(CO)O	-1.79999995	132371671	PubChem:(132371671)	2
103	1	N/A	-169.91938834677887	C6H13NO3	[M + H2O + H]+	GPWHRRNVJJHLEO	InChI=1S/C6H13NO3/c1-6(7(9)10)4-2-3-5-8/h6,8H,2-5H2,1H3	5-nitrohexan-1-ol	CC(CCCCO)[N+](=O)[O-]	0.800000012	22457420	PubChem:(22457420)	2
104	1	N/A	-170.49975630563736	C6H13NO3	[M + H2O + H]+	ABZCQGFLGXRKQW	InChI=1S/C6H13NO3/c1-2-6(9)7-3-4-10-5-8/h8H,2-5H2,1H3,(H,7,9)	N-[2-(hydroxymethoxy)ethyl]propanamide	CCC(=O)NCCOCO	-0.699999988	20591623	PubChem:(20591623)	2
105	1	N/A	-171.34812183172895	C6H13NO3	[M + H2O + H]+	PMVCNHSBZOGHMJ	InChI=1S/C6H13NO3/c1-2-7-5(3-4-8)6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	2-(ethylamino)-4-hydroxybutanoic acid	CCNC(CCO)C(=O)O	-2.79999995	17922669;54197422	PubChem:(17922669 54197422)	2
106	1	N/A	-171.55913451116928	C6H13NO3	[M + H2O + H]+	WHKFJOKZVHWRGL	InChI=1S/C6H13NO3/c8-4-1-3-7-6(10)2-5-9/h8-9H,1-5H2,(H,7,10)	null	C(CNC(=O)CCO)CO	-1.5	85561833	PubChem:(85561833)	2
107	1	N/A	-171.58675749967685	C6H13NO3	[M + H2O + H]+	GUPPJWOWRLWBBF	InChI=1S/C6H13NO3/c1-2-3-4-9-5-6-10-7-8/h2-6H2,1H3	2-butoxyethyl nitrite	CCCCOCCON=O	1.10000002	19016698	PubChem:(19016698)	2
108	1	N/A	-171.63936061469002	C6H13NO3	[M + H2O + H]+	MOFCBLICQLFOEM	InChI=1S/C6H13NO3/c8-4-2-1-3-6(9)5-7-10/h6,8-9H,1-5H2	null	C(CCO)CC(CN=O)O	-0.699999988	118265369	PubChem:(118265369)	2
109	1	N/A	-172.4178913366492	C6H13NO3	[M + H2O + H]+	GOOISZUMBYZVEU	InChI=1S/C6H13NO3/c1-7(2)3-4-10-5-6(8)9/h3-5H2,1-2H3,(H,8,9)	2-[2-(dimethylamino)ethoxy]acetate	CN(C)CCOCC(=O)O	-2.5999999	13211396;22289876	PubChem:(13211396 22289876)	2
110	1	N/A	-172.4911846069111	C6H13NO3	[M + H2O + H]+	JWHJJCRLYXUGJO	InChI=1S/C6H13NO3/c8-3-1-4-10-5-2-7-6-9/h6,8H,1-5H2,(H,7,9)	null	C(CO)COCCNC=O	-0.899999976	130239767	PubChem:(130239767)	2
111	1	N/A	-172.70726051493693	C6H13NO3	[M + H2O + H]+	OZCIOQWTSSISPP	InChI=1S/C6H13NO3/c1-3-6(2,4-5-8)7(9)10/h8H,3-5H2,1-2H3	null	CCC(C)(CCO)[N+](=O)[O-]	0.800000012	21658888	PubChem:(21658888)	2
112	1	N/A	-172.78072865356572	C6H13NO3	[M + H2O + H]+	DTXAVPUJFHXAJZ	InChI=1S/C6H13NO3/c1-2-10-6(7)5-9-4-3-8/h7-8H,2-5H2,1H3	Ethanimidic acid, 2-(2-hydroxyethoxy)-, ethyl ester	CCOC(=N)COCCO	-0.200000003	19736204	PubChem:(19736204)	2
113	1	N/A	-172.82014737816579	C6H13NO3	[M + H2O + H]+	VNAUJDSTZUEMGV	InChI=1S/C6H13NO3/c1-10-5-6(9)7-3-2-4-8/h8H,2-5H2,1H3,(H,7,9)	N-(3-hydroxypropyl)-2-methoxyacetamide	COCC(=O)NCCCO	-0.899999976	18933436	PubChem:(18933436)	2
114	1	N/A	-173.34763704758402	C6H13NO3	[M + H2O + H]+	KAFYFJBMXVWYRW	InChI=1S/C6H13NO3/c8-4-5(9)6-3-7-1-2-10-6/h5-9H,1-4H2	null	C1COC(CN1)C(CO)O	-1.79999995	125514601;131598371	PubChem:(125514601 131598371)	2
115	1	N/A	-173.44892815787549	C6H13NO3	[M + H2O + H]+	BSOVVAYUZPTBAA	InChI=1S/C6H13NO3/c1-5(8)4-7-3-2-6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	3-(2-hydroxypropylamino)propanoic acid	CC(CNCCC(=O)O)O	-3.20000005	20288955	PubChem:(20288955)	2
116	1	N/A	-173.51840291369382	C6H13NO3	[M + H2O + H]+	SRFZPWAZZISKCU	InChI=1S/C6H13NO3/c8-3-4-1-5(9)6(10)2-7-4/h4-10H,1-3H2	1,4-Dideoxymannojirimycin	C1C(NCC(C1O)O)CO	-1.89999998	10820692;10034762;11658312;68275909;69998583;101358490;131016597	COCONUT:(CNP0346870);KNApSAcK:(42026);Natural Products:(UNPD190485 UNPD150977);PubChem:(10820692 10034762 11658312 68275909 69998583 101358490 131016597);SuperNatural:(SN00234092 SN00399019);MeSH:(10034762);PubMed	3178582
117	1	N/A	-173.6643849688589	C6H13NO3	[M + H2O + H]+	CUFVMBQKFLNIQA	InChI=1S/C6H13NO3/c1-2-3-7-5(4-8)6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	null	CCCNC(CO)C(=O)O	-0.266786098	55287062;55300561;87701223	PubChem:(55287062 55300561 87701223)	2
118	1	N/A	-173.82946706532272	C6H13NO3	[M + H2O + H]+	WRJVYVUXNTXYIS	InChI=1S/C6H13NO3/c1-5(6(9)10)7(2)3-4-8/h5,8H,3-4H2,1-2H3,(H,9,10)	null	CC(C(=O)O)N(C)CCO	-2.70000005	23423422	PubChem:(23423422)	2
119	1	N/A	-174.4959090907574	C6H13NO3	[M + H2O + H]+	KBIOTEOXUJHWGQ	InChI=1S/C6H13NO3/c8-2-6(9)1-7-5-3-10-4-5/h5-9H,1-4H2	null	C1C(CO1)NCC(CO)O	-1.29999995	66168459;80107894	PubChem:(66168459 80107894)	2
120	1	N/A	-174.99487988059164	C6H13NO3	[M + H2O + H]+	ZDDZWRMLJXLCLS	InChI=1S/C6H13NO3/c1-10-6(9)5-7-3-2-4-8/h7-8H,2-5H2,1H3	null	COC(=O)CNCCCO	-0.600000024	43393101	PubChem:(43393101)	2
121	1	N/A	-175.08633676927616	C6H13NO3	[M + H2O + H]+	DNFIGGUPAYNZHB	InChI=1S/C6H13NO3/c7-3-1-2-4-10-5-6(8)9/h1-5,7H2,(H,8,9)	null	C(CCOCC(=O)O)CN	-2.79999995	88076656	EcoCyc Mine;PubChem:(88076656);KEGG Mine	25769803778
122	1	N/A	-175.43359129321703	C6H13NO3	[M + H2O + H]+	SCVYRKPBBRMSHK	InChI=1S/C6H13NO3/c1-2-4-10-5-3-7-6(8)9/h7H,2-5H2,1H3,(H,8,9)	null	CCCOCCNC(=O)O	0.400000006	23622486;23622487	PubChem:(23622486 23622487)	2
123	1	N/A	-175.55486954125675	C6H13NO3	[M + H2O + H]+	FSGVIIUBWGVBIX	InChI=1S/C6H13NO3/c8-3-5(9)1-7-2-6-4-10-6/h5-9H,1-4H2	null	C1C(O1)CNCC(CO)O	-1.79999995	53815847	PubChem:(53815847)	2
124	1	N/A	-175.56053938114428	C6H13NO3	[M + H2O + H]+	LSBATPJCYACTJF	InChI=1S/C6H13NO3/c1-3-4-7(10-2)5-6(8)9/h3-5H2,1-2H3,(H,8,9)	null	CCCN(CC(=O)O)OC	-1.5	88302162	PubChem:(88302162)	2
125	1	N/A	-175.57808646071982	C6H13NO3	[M + H2O + H]+	GYKQZYIQBBLJLM	InChI=1S/C6H13NO3/c1-3-6(4-2,5-8)7(9)10/h8H,3-5H2,1-2H3	2-ethyl-2-nitrobutan-1-ol	CCC(CC)(CO)[N+](=O)[O-]	1.0	20829598	PubChem:(20829598)	2
126	1	N/A	-175.86526910930957	C6H13NO3	[M + H2O + H]+	QXBPQEWFERIFBV	InChI=1S/C6H13NO3/c1-5(4-8)7-3-6(9)10-2/h5,7-8H,3-4H2,1-2H3	null	CC(CO)NCC(=O)OC	-0.5	43499930	PubChem:(43499930)	2
127	1	N/A	-176.0280293304969	C6H13NO3	[M + H2O + H]+	STRCTRVBWRJWJV	InChI=1S/C6H13NO3/c8-3-1-2-7-4-6(9)5-10-7/h6,8-9H,1-5H2	null	C1C(CON1CCCO)O	-0.899999976	130523387;130523662;130523965	PubChem:(130523387 130523662 130523965)	2
128	1	N/A	-176.23324837138534	C6H13NO3	[M + H2O + H]+	YZNNBIPIQWYLDM	InChI=1S/C6H13NO3/c8-3-4-6(10)5(9)1-2-7-4/h4-10H,1-3H2	Fagomine	C1CNC(C(C1O)O)CO	-1.39999998	72259;3553645;10678391;12085980;12085981;10290867;10313212;11389465;21115122;23246647;44306314;60104581;59918212;90292142;130913324;130435517	COCONUT:(CNP0235839);HMDB:(33453);KNApSAcK:(2038);Natural Products:(UNPD6747 UNPD121663 UNPD113460);PubChem:(72259 3553645 10678391 12085980 12085981 10290867 10313212 11389465 21115122 23246647 44306314 60104581 59918212 90292142 130913324 130435517);SuperNatural:(SN00230135 SN00315103 SN00386769);CHEBI:(4969 132399);PubChem class - bio and metabolites;MeSH:(72259);KEGG:(C10144);PubMed	19956094
129	1	N/A	-176.48953297251902	C6H13NO3	[M + H2O + H]+	YLVYZXAQMZHQSE	InChI=1S/C6H13NO3/c1-2-3-10-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	DL-Serine, O-propyl-	CCCOCC(C(=O)O)N	-2.5999999	19003693;54515072;54515073	EcoCyc Mine;PubChem:(19003693 54515072 54515073);YMDB Mine;KEGG Mine	60129542146
130	1	N/A	-176.53286811151398	C6H13NO3	[M + H2O + H]+	IHKUGFZGFXKILQ	InChI=1S/C6H13NO3/c7-5(3-4-8)1-2-6(9)10/h5,8H,1-4,7H2,(H,9,10)	(4R)-4-amino-6-hydroxyhexanoic acid	C(CC(=O)O)C(CCO)N	-3.4000001	14775864;14775865	PubChem:(14775864 14775865)	2
131	1	N/A	-176.67988527903194	C6H13NO3	[M + H2O + H]+	ARQHJKZHLQAPPS	InChI=1S/C6H13NO3/c1-7-3-4-10-5-6(8)9-2/h7H,3-5H2,1-2H3	null	CNCCOCC(=O)OC	-0.400000006	84006892	PubChem:(84006892)	2
132	1	N/A	-177.48191987893023	C6H13NO3	[M + H2O + H]+	HRTLWWSPWJXLCQ	InChI=1S/C6H13NO3/c1-3-10-6(2)4-5-7(8)9/h6H,3-5H2,1-2H3	null	CCOC(C)CC[N+](=O)[O-]	1.0	57155850	PubChem:(57155850)	2
133	1	N/A	-177.528234246113	C6H13NO3	[M + H2O + H]+	OPXMQHAZDGUXMD	InChI=1S/C6H13NO3/c8-3-1-2-7-4-9-6-10-5-7/h8H,1-6H2	3-(1,3,5-dioxazinan-5-yl)propan-1-ol	C1N(COCO1)CCCO	-0.300000012	11819192	PubChem:(11819192)	2
134	1	N/A	-177.72166981193033	C6H13NO3	[M + H2O + H]+	VEMBKDVGNXVLLF	InChI=1S/C6H13NO3/c1-5(7-9)3-10-4-6(2)8/h5-6,8H,3-4H2,1-2H3	null	CC(COCC(C)O)N=O	-0.400000006	130291498	PubChem:(130291498)	2
135	1	N/A	-178.1958822305199	C6H13NO3	[M + H2O + H]+	HYJOPANJHGVNOM	InChI=1S/C6H13NO3/c1-10-4-2-3-7-6(9)5-8/h8H,2-5H2,1H3,(H,7,9)	null	COCCCNC(=O)CO	-0.899999976	43558902	PubChem:(43558902)	2
136	1	N/A	-178.43904426448333	C6H13NO3	[M + H2O + H]+	IHTZFGICVLZZPX	InChI=1S/C6H13NO3/c1-10-5-3-6(7-9)2-4-8/h6,8H,2-5H2,1H3	null	COCCC(CCO)N=O	-0.5	89299319;89299548	PubChem:(89299319 89299548)	2
137	1	N/A	-178.58863327700146	C6H13NO3	[M + H2O + H]+	GHXGQRQJGZFRHS	InChI=1S/C6H13NO3/c1-6(2,7)4-10-3-5(8)9/h3-4,7H2,1-2H3,(H,8,9)	2-(2-amino-2-methylpropoxy)acetic acid	CC(C)(COCC(=O)O)N	-2.9000001	22327113	PubChem:(22327113)	2
138	1	N/A	-179.23794274859924	C6H13NO3	[M + H2O + H]+	SJZXRDGKNVZEFZ	InChI=1S/C6H13NO3/c1-3-7(10-4-2)6(9)5-8/h8H,3-5H2,1-2H3	N-ethoxy-N-ethyl-2-hydroxyacetamide	CCN(C(=O)CO)OCC	-0.200000003	20485969	PubChem:(20485969)	2
139	1	N/A	-179.3185741084195	C6H13NO3	[M + H2O + H]+	BNAYVIIOFPNBDO	InChI=1S/C6H13NO3/c1-9-4-3-6(7-8)5-10-2/h8H,3-5H2,1-2H3	null	COCCC(=NO)COC	-0.100000001	130686446;133638344	PubChem:(130686446 133638344)	2
140	1	N/A	-179.61919600046897	C6H13NO3	[M + H2O + H]+	VTARPGIHWUMQPN	InChI=1S/C6H13NO3/c1-6(8)4-2-3-5-7(9)10/h6,8H,2-5H2,1H3	6-Nitro-2-hexanol	CC(CCCC[N+](=O)[O-])O	0.800000012	547736	PubChem:(547736)	2
141	1	N/A	-179.66230584171936	C6H13NO3	[M + H2O + H]+	ANEPZKAVPVCZDT	InChI=1S/C6H13NO3/c1-2-5(8)3-7-4-6(9)10/h5,7-8H,2-4H2,1H3,(H,9,10)	Glycine, N-(2-hydroxybutyl)-	CCC(CNCC(=O)O)O	-2.5999999	18765545	PubChem:(18765545)	2
142	1	N/A	-180.80662403395146	C6H13NO3	[M + H2O + H]+	DFTXSEFXOMEDNU	InChI=1S/C6H13NO3/c8-3-5-6(10)1-4(9)2-7-5/h4-10H,1-3H2	null	C1C(CNC(C1O)CO)O	-1.39999998	11105509;11126419;67812716;101335279;130972475	PubChem:(11105509 11126419 67812716 101335279 130972475)	2
143	1	N/A	-180.81832940909314	C6H13NO3	[M + H2O + H]+	UUNPGZJXZBVBJH	InChI=1S/C6H13NO3/c1-6(2,3-4-8)5-7(9)10/h8H,3-5H2,1-2H3	null	CC(C)(CCO)C[N+](=O)[O-]	0.899999976	130842294	PubChem:(130842294)	2
144	1	N/A	-180.92585152468087	C6H13NO3	[M + H2O + H]+	RFBOFHYKOSLVSA	InChI=1S/C6H13NO3/c1-3-9-6(5-7-8)10-4-2/h5-6,8H,3-4H2,1-2H3	(NE)-N-(2,2-diethoxyethylidene)hydroxylamine	CCOC(C=NO)OCC	0.600000024	14002871;21772642	PubChem:(14002871 21772642)	2
145	1	N/A	-181.3468642042147	C6H13NO3	[M + H2O + H]+	ZVDJTYLWNRBHED	InChI=1S/C6H13NO3/c1-9-4-5-10-3-2-7-6-8/h6H,2-5H2,1H3,(H,7,8)	N-[2-(2-methoxyethoxy)ethyl]formamide	COCCOCCNC=O	-0.699999988	21612867	PubChem:(21612867)	2
146	1	N/A	-181.41113457972023	C6H13NO3	[M + H2O + H]+	FPIFWCRHLNQQGR	InChI=1S/C6H13NO3/c1-2-10-7-5-3-4-6(8)9/h7H,2-5H2,1H3,(H,8,9)	null	CCONCCCC(=O)O	-2.20000005	64281031	PubChem:(64281031)	2
147	1	N/A	-181.53063523363463	C6H13NO3	[M + H2O + H]+	WUVCJPMKXOSBIJ	InChI=1S/C6H13NO3/c1-5(4-6(8)9)10-3-2-7/h5H,2-4,7H2,1H3,(H,8,9)	null	CC(CC(=O)O)OCCN	-3.20000005	88047620	PubChem:(88047620)	2
148	1	N/A	-182.23018697594708	C6H13NO3	[M + H2O + H]+	PIIQGZPDWVUMMK	InChI=1S/C6H13NO3/c1-5(8)6(9)3-2-4-7-10/h5-6,8-9H,2-4H2,1H3	null	CC(C(CCCN=O)O)O	-0.600000024	88563612	PubChem:(88563612)	2
149	1	N/A	-182.3420161951017	C6H13NO3	[M + H2O + H]+	DBYMNHYVMTWSLQ	InChI=1S/C6H13NO3/c1-6(2,7(9)10)4-3-5-8/h8H,3-5H2,1-2H3	4-Methyl-4-nitro-1-pentanol	CC(C)(CCCO)[N+](=O)[O-]	0.600000024	228070	PubChem:(228070)	2
150	1	N/A	-182.4992089430324	C6H13NO3	[M + H2O + H]+	YIWITCUOBSTQLW	InChI=1S/C6H13NO3/c1-3-7(2)4-5-10-6(8)9/h3-5H2,1-2H3,(H,8,9)	null	CCN(C)CCOC(=O)O	-1.70000005	118181960	PubChem:(118181960)	2
151	1	N/A	-182.5795102091018	C6H13NO3	[M + H2O + H]+	ZKHLROKNYZZITG	InChI=1S/C6H13NO3/c1-4(3-8)7-5(2)6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CC(CO)NC(C)C(=O)O	-2.70000005	61722420;88577204;88577205;114985762	PubChem:(61722420 88577204 88577205 114985762)	2
152	1	N/A	-183.3623142722	C6H13NO3	[M + H2O + H]+	VWYVAKGGHGGAIE	InChI=1S/C6H13NO3/c1-3-9-6(8)5-7-10-4-2/h7H,3-5H2,1-2H3	null	CCOC(=O)CNOCC	0.5	60702529	PubChem:(60702529)	2
153	1	N/A	-183.57225001838202	C6H13NO3	[M + H2O + H]+	QOCLYSBFNWVTAD	InChI=1S/C6H13NO3/c8-2-4-1-6(10)5(3-9)7-4/h4-10H,1-3H2	null	C1C(NC(C1O)CO)CO	-1.39999998	76332935;90902107;91279594;123976061	PubChem:(76332935 90902107 91279594 123976061)	2
154	1	N/A	-183.79121698805108	C6H13NO3	[M + H2O + H]+	PUWRGUHXOJQMIZ	InChI=1S/C6H13NO3/c8-2-1-7-5-3-10-4-6(5)9/h5-9H,1-4H2	null	C1C(C(CO1)O)NCCO	-1.79999995	60909163;93384814	PubChem:(60909163 93384814)	2
155	1	N/A	-183.80533310783468	C6H13NO3	[M + H2O + H]+	SIBKZLGZSLAETD	InChI=1S/C6H13NO3/c1-3-10-5-4-7-6(8)9-2/h3-5H2,1-2H3,(H,7,8)	null	CCOCCNC(=O)OC	0.200000003	14496145	PubChem:(14496145)	2
156	1	N/A	-184.53744263197297	C6H13NO3	[M + H2O + H]+	OXGOSLSCNPDFQA	InChI=1S/C6H13NO3/c1-2-9-6(5-8)10-4-3-7/h5-6H,2-4,7H2,1H3	null	CCOC(C=O)OCCN	-1.0	57244752	PubChem:(57244752)	2
157	1	N/A	-184.6393325157999	C6H13NO3	[M + H2O + H]+	KXWMZJOOGPDFBE	InChI=1S/C6H13NO3/c1-6(9)5-7(10)3-2-4-8/h5-6,8-9H,2-4H2,1H3	2-hydroxy-N-(3-hydroxypropyl)propan-1-imine Oxide	CC(C=[N+](CCCO)[O-])O	-1.29999995	11217335	PubChem:(11217335)	2
158	1	N/A	-185.10100492279014	C6H13NO3	[M + H2O + H]+	DQYNJGWRTSPODI	InChI=1S/C6H13NO3/c1-2-6(8)4-3-5-7(9)10/h6,8H,2-5H2,1H3	3-Hexanol, 6-nitro-	CCC(CCC[N+](=O)[O-])O	1.0	10975634;11355559	PubChem:(10975634 11355559)	2
159	1	N/A	-185.2399010736075	C6H13NO3	[M + H2O + H]+	QJOQSNARVCFLIV	InChI=1S/C6H13NO3/c1-2-6(10)7-3-5(9)4-8/h5,8-9H,2-4H2,1H3,(H,7,10)	null	CCC(=O)NCC(CO)O	-1.29999995	66178104;88953699;90334938	PubChem:(66178104 88953699 90334938)	2
160	1	N/A	-185.38499931441044	C6H13NO3	[M + H2O + H]+	PKIQWHQLCPQZCT	InChI=1S/C6H13NO3/c1-2-6(10)7(5-9)3-4-8/h8-9H,2-5H2,1H3	null	CCC(=O)N(CCO)CO	-1.10000002	87237860	PubChem:(87237860)	2
